thread_id,inbound_tweet_id,inbound_author_id,inbound_text,inbound_created_at,brand_tweet_id,brand_author_id,brand_reply_text,brand_created_at,inbound_datetime,month_key,intent
1976711_129971,1976711,585358,@115858 why does my phone change “I” to an exclamation point and a box with a question mark in the middle? @AppleSupport I need answers.,Wed Nov 01 18:26:08 +0000 2017,1976710,AppleSupport,"@585358 That's what we're here for and we're happy to help. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",Wed Nov 01 18:48:00 +0000 2017,2017-11-01 18:26:08+00:00,2017-11,other
196150_9401,196150,162153,@AppleSupport Sorry. I hard restart? Held down button on right and down volume button,Wed Oct 04 22:55:12 +0000 2017,196152,AppleSupport,@162153 Thanks for clearing that up. How long after you restart does the wallpaper disappear? Does it happen with a specific app? https://t.co/GDrqU22YpT,Wed Oct 04 23:29:00 +0000 2017,2017-10-04 22:55:12+00:00,2017-10,software_update_os
660444_37219,660444,277318,Bloody hell @115948 @AppleSupport there needs to be a faster way to remove songs from your library rather than force touching each one!,Thu Nov 23 00:18:37 +0000 2017,660443,AppleSupport,@277318 Hey there! Thank you for contacting us for support! We'd like to lend a hand. Could you tell us which Apple device you're using?,Thu Nov 23 00:22:27 +0000 2017,2017-11-23 00:18:37+00:00,2017-11,other
362999_19230,362999,201995,@AppleSupport hello I’m trying to book my Personal Setup and this is all I’m getting. Missed two for this afternoon 😔 https://t.co/YPpABbprxc,Sun Oct 08 16:35:27 +0000 2017,362998,AppleSupport,@201995 Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT,Sun Oct 08 18:41:01 +0000 2017,2017-10-08 16:35:27+00:00,2017-10,other
667070_37665,667070,278959,@AppleSupport I've tried all of those and none have worked,Thu Nov 23 05:19:59 +0000 2017,667072,AppleSupport,@278959 Got it. Thank you for going over those steps. DM us which country you're in and we'll look into your security options. https://t.co/GDrqU22YpT,Thu Nov 23 13:47:52 +0000 2017,2017-11-23 05:19:59+00:00,2017-11,other
2013497_135329,2013497,595380,"@AppleSupport I️ tried the workaround you are providing, but it will still revert back to the ! And symbol when posting on social media",Sun Nov 05 12:55:01 +0000 2017,2013496,AppleSupport,@595380 Let's meet up in DM to keep working on this. Please send us the iOS version from Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,Sun Nov 05 16:33:00 +0000 2017,2017-11-05 12:55:01+00:00,2017-11,other
2355893_166373,2355893,680608,"@AppleSupport Why when I delete emails from my mail app, do they reappear seconds later??",Sun Nov 26 16:41:45 +0000 2017,2355892,AppleSupport,@680608 We're here for you. DM us which device you're using and we'll go from there. https://t.co/GDrqU22YpT,Sun Nov 26 16:50:30 +0000 2017,2017-11-26 16:41:45+00:00,2017-11,other
97047_4656,97047,137185,"@AppleSupport bought a new MacBook Air last week and now it won’t turn on at all, tried all the variations for recovery mode and hardbooting. Makes a quiet whirring sound and then stops.",Thu Nov 30 15:56:45 +0000 2017,97046,AppleSupport,"@137185 We want you to be able to use your new MacBook Air as expected. Please send us a DM, so we can gather more information about this. https://t.co/GDrqU22YpT",Thu Nov 30 16:19:34 +0000 2017,2017-11-30 15:56:45+00:00,2017-11,other
23164_864,23164,121044,@AppleSupport Just started happening last week and iOS is up to date,Wed Nov 22 15:25:32 +0000 2017,23163,AppleSupport,"@121044 Thanks for letting us know. Have you had a chance to check the ringer volume on your iPhone? Alarms match the volume you set for your ringer, so that alarm sound may be too low. DM if you check these settings, and need further assistance. https://t.co/GDrqU22YpT",Wed Nov 22 16:09:58 +0000 2017,2017-11-22 15:25:32+00:00,2017-11,software_update_os
1907373_124248,1907373,568294,@AppleSupport i changed my Apple ID on my phone and all my music that I had in Apple Music is gone :( helppp,Wed Oct 25 15:56:30 +0000 2017,1907372,AppleSupport,@568294 Your music is important! Let us know which iOS version you’re running in DM so we can take a closer look at this with you. https://t.co/GDrqU22YpT,Wed Oct 25 16:20:43 +0000 2017,2017-10-25 15:56:30+00:00,2017-10,account_appleid_icloud
236418_11086,236418,148659,@AppleSupport I get the Netflix logo then it closes itself,Mon Oct 02 20:42:13 +0000 2017,236417,AppleSupport,@148659 Thank you! Have you tried to uninstall the app and then download it again from the App Store?,Mon Oct 02 21:04:37 +0000 2017,2017-10-02 20:42:13+00:00,2017-10,other
2372248_167959,2372248,684428,@AppleSupport Thanks! 11.0.3 (15A432),Fri Nov 17 01:26:46 +0000 2017,2372250,AppleSupport,"@684428 Great! There have been a few updates since this version. So, let's ensure to back up and update the that latest version which is iOS 11.1.2. Here's how: https://t.co/80YRnjDFDk Let us know the results after installing the update.",Fri Nov 17 02:03:45 +0000 2017,2017-11-17 01:26:46+00:00,2017-11,software_update_os
1895746_122954,1895746,386969,@AppleSupport Ok cool it was just hiding from me lol! Thanks,Wed Oct 18 16:46:29 +0000 2017,1895748,AppleSupport,@386969 No problem. Feel free to reach out if you have any other questions.,Wed Oct 18 17:29:47 +0000 2017,2017-10-18 16:46:29+00:00,2017-10,other
1201364_68217,1201364,402271,@AppleSupport why the fuck would you take the night shift option out of the control center on ios 11? why? 🤔😒,Wed Oct 25 05:14:20 +0000 2017,1201363,AppleSupport,"@402271 From the Control Center, press and hold the Brightness control icon to see the Night Shift option: https://t.co/NBE76DOiEM",Wed Oct 25 13:03:42 +0000 2017,2017-10-25 05:14:20+00:00,2017-10,software_update_os
2367804_167476,2367804,157995,"@AppleSupport It reads ""watchOS 3.2.2 - Your software is up to date.""",Tue Nov 14 00:46:38 +0000 2017,2367805,AppleSupport,@157995 We want to help you get things up to date. Send us a DM and let us know what version of iOS you are running on your phone and we'll go from there. https://t.co/GDrqU22YpT,Tue Nov 14 01:03:00 +0000 2017,2017-11-14 00:46:38+00:00,2017-11,other
903016_51140,903016,334363,"After updating the new IOS my iPhone has just decided to be the slowest, most useless thing ever, apps are barely working! @AppleSupport",Fri Oct 20 00:34:35 +0000 2017,903014,AppleSupport,@334363 We'd love to help and take a look into this issue with the performance. Send us a DM with the device model. https://t.co/GDrqU22YpT,Fri Oct 20 00:51:51 +0000 2017,2017-10-20 00:34:35+00:00,2017-10,software_update_os
287459_14495,287459,184505,"@AppleSupport Yes, the phone randomly turns off and won’t turn on until plugged and afterwards it says it has like 30% of charge.",Fri Oct 06 19:15:19 +0000 2017,287461,AppleSupport,@184505 We'd like to look into this further with you. Please send us a DM. https://t.co/GDrqU22YpT,Fri Oct 06 22:00:38 +0000 2017,2017-10-06 19:15:19+00:00,2017-10,other
2375286_168257,2375286,679977,"@AppleSupport As an iphone 5 - you can imagine I've had this for a while, so Imessge was something that was well-traveled on this phone. :)",Tue Nov 14 02:17:13 +0000 2017,2375285,AppleSupport,"@679977 Has it shown the waiting for activation error for 24 hours or more consistently without you attempting to activate again? Does it show your date, time, and timezone correct in Settings &gt; &gt; General &gt; Date &amp; Time? DM the answer. https://t.co/GDrqU22YpT",Tue Nov 14 02:25:39 +0000 2017,2017-11-14 02:17:13+00:00,2017-11,other
1442426_81327,1442426,454685,@AppleSupport I’ve called your company countless times over the last 36 hours and a manager still has not called back. You bused my shipdate,Thu Nov 02 03:58:43 +0000 2017,1442425,AppleSupport,@454685 We want to be sure you get the help you need. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Thu Nov 02 12:53:28 +0000 2017,2017-11-02 03:58:43+00:00,2017-11,general_complaint_store
2111452_145781,2111452,622793,@AppleSupport Hi. Yes twice and the message still randomly appears. Also seems I’m niw having to charge my phone twice a day instead of only once?,Wed Nov 08 12:51:58 +0000 2017,2111450,AppleSupport,"@622793 Do you know what version of the iOS is on the device? If not, you can check under Settings &gt; General &gt; About &gt; Version.",Wed Nov 08 16:25:38 +0000 2017,2017-11-08 12:51:58+00:00,2017-11,other
2036031_138822,2036031,367555,@AppleSupport why does my iPhone keep randomly adding an hour to the time? It corrects when I turn airplane mode on then off.,Tue Nov 07 17:00:13 +0000 2017,2036030,AppleSupport,"@367555 We'll be happy to take a look at this. Reach out to us via DM with more details, including your current iOS version. https://t.co/GDrqU22YpT",Tue Nov 07 19:54:00 +0000 2017,2017-11-07 17:00:13+00:00,2017-11,other
1999291_132480,1999291,591148,@AppleSupport why has my phone stopped recognizing the letter I️ by itself on my phone?,Thu Nov 02 18:40:02 +0000 2017,1999290,AppleSupport,"@591148 Thanks for reaching out to us. We'd be happy to discuss this issue with you. Send us a DM, we'll talk with you there. https://t.co/GDrqU22YpT",Thu Nov 02 21:13:56 +0000 2017,2017-11-02 18:40:02+00:00,2017-11,other
2213359_153318,2213359,646854,@AppleSupport 11.0.3,Thu Oct 19 16:44:33 +0000 2017,2213360,AppleSupport,@646854 We'd like to gather a bit more info from you. DM us your country to continue. https://t.co/GDrqU22YpT,Thu Oct 19 17:23:01 +0000 2017,2017-10-19 16:44:33+00:00,2017-10,software_update_os
122324_5877,122324,143276,"@AppleSupport pls help,my ip7+ freeze all the time after update ios 11.1.2 &amp; the camera is also got blurry,also couldnt open my photo gallery.what happen?",Thu Nov 23 11:10:22 +0000 2017,122323,AppleSupport,"@143276 We're happy to help with these issues. What happens when you attempt to open the photo gallery currently? Also, let's see if we can resolve that camera issue with the steps outlined here: https://t.co/r1DRfaFLIU",Thu Nov 23 15:32:30 +0000 2017,2017-11-23 11:10:22+00:00,2017-11,software_update_os
2121652_147183,2121652,625087,"@AppleSupport However, screen flickers as any video is being played, this didn't happen before High Sierra",Wed Nov 15 07:40:53 +0000 2017,2121662,AppleSupport,@625087 Let's look into that further. Could you Direct Message us and let us know what app you're using to watch videos? https://t.co/GDrqU22YpT,Wed Nov 15 14:33:01 +0000 2017,2017-11-15 07:40:53+00:00,2017-11,other
1386685_77804,1386685,442664,@AppleSupport please fix the I️ situation. *iliterallycannotanymore,Tue Nov 07 07:41:53 +0000 2017,1386684,AppleSupport,@442664 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 15:14:00 +0000 2017,2017-11-07 07:41:53+00:00,2017-11,other
1049028_59096,1049028,367927,"@AppleSupport It’s an iPhone 7, get a bad reception",Sat Nov 25 17:44:50 +0000 2017,1049026,AppleSupport,@367927 Can you let us know which version of the iOS you're running? You can check by tapping Settings &gt; General &gt; About.,Sat Nov 25 17:51:28 +0000 2017,2017-11-25 17:44:50+00:00,2017-11,other
759066_42515,759066,275090,@AppleSupport when I need to do this... what disk do I erase? https://t.co/RBQK01wa9s,Wed Oct 11 19:00:34 +0000 2017,759064,AppleSupport,"@275090 Glad to help! Before erasing your hard drive, we advise running a First Aid scan. Here's a guide: https://t.co/YdgKAB1wI2",Wed Oct 11 19:42:34 +0000 2017,2017-10-11 19:00:34+00:00,2017-10,other
90643_4055,90643,135622,@AppleSupport My account is associated with a corporate iOS developer account.,Thu Nov 30 11:10:32 +0000 2017,90642,AppleSupport,"@135622 OK! Take a look here for a few reasons you may not be able to choose ""None:"" https://t.co/rnB74M0zio For more help with this, please contact our iTunes Store team: https://t.co/SDIe7UiyJN",Thu Nov 30 14:55:00 +0000 2017,2017-11-30 11:10:32+00:00,2017-11,software_update_os
1557428_90042,1557428,481421,why does my phone change the letter (eye) to this i️ @AppleSupport,Sat Nov 04 02:06:58 +0000 2017,1557427,AppleSupport,@481421 We'd like to help. Try out the steps in this article: https://t.co/xU1AGHStV6,Sat Nov 04 12:29:58 +0000 2017,2017-11-04 02:06:58+00:00,2017-11,other
1437553_81110,1437553,453716,"Dear @AppleSupport, Please fix iOS 11. I have been experiencing many glitches with it on my iPad mini.",Thu Nov 02 10:22:55 +0000 2017,1437552,AppleSupport,@453716 We'd like to help! Send us a DM and let us know what's going on with your iPad. https://t.co/GDrqU22YpT,Thu Nov 02 14:37:34 +0000 2017,2017-11-02 10:22:55+00:00,2017-11,software_update_os
1058919_59469,1058919,370005,"@AppleSupport Yes, it's off. I still get in-app review requests",Mon Oct 23 13:52:15 +0000 2017,1058921,AppleSupport,"@370005 Alright, thanks for double checking. Join us in DM with the exact version of iOS 11 running on your device. https://t.co/GDrqU22YpT",Mon Oct 23 15:03:07 +0000 2017,2017-10-23 13:52:15+00:00,2017-10,other
657199_37041,657199,276437,@AppleSupport It’s iphone 7 https://t.co/y0z6yHRwlN,Thu Oct 05 07:30:31 +0000 2017,657198,AppleSupport,@276437 Join us in DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,Thu Oct 05 13:39:29 +0000 2017,2017-10-05 07:30:31+00:00,2017-10,other
1941926_127342,1941926,577473,"@115948 @AppleSupport Hi, is there a way to disconnect a UniDays account from an old Apple ID so that it can be connected to a new one?",Sun Oct 29 22:53:17 +0000 2017,1941925,AppleSupport,"@577473 Using the new Apple ID, try the steps under ""Verify your Student Membership eligiblity"" here: https://t.co/ovhvOGgQpP",Sun Oct 29 23:06:00 +0000 2017,2017-10-29 22:53:17+00:00,2017-10,account_appleid_icloud
982127_55293,982127,352872,Dear @AppleSupport what is this coming after an attempt to upgrade my MacBook Air to High Sierra? https://t.co/eALSDIajbR,Sun Oct 22 07:33:53 +0000 2017,982126,AppleSupport,@352872 Let's check out this article: https://t.co/kssylGcBhT If you have more questions send us a DM. https://t.co/GDrqU22YpT,Sun Oct 22 14:15:00 +0000 2017,2017-10-22 07:33:53+00:00,2017-10,other
1467800_83279,1467800,449850,@AppleSupport possible that the 6S is more susceptible to battery drain in iOS 11 than other models? Not seeing on the 5s and 6 in house.,Thu Nov 02 22:06:01 +0000 2017,1467799,AppleSupport,"@449850 It's not expected, but let us know in DM how that iTunes reset went. https://t.co/GDrqU22YpT",Thu Nov 02 23:51:00 +0000 2017,2017-11-02 22:06:01+00:00,2017-11,battery_power_charging
1415270_79924,1415270,448889,Hello @AppleSupport I would like to find out why my iPhone X delivery date changed from Nov 3 to Nov 15-17? #IphoneXPreOrder #iPhoneX,Thu Nov 02 00:54:58 +0000 2017,1415269,AppleSupport,@448889 We've received your DM and you can expect a follow-up response from us there shortly.,Thu Nov 02 02:25:00 +0000 2017,2017-11-02 00:54:58+00:00,2017-11,other
1418610_80224,1418610,449735,"@AppleSupport @58733 in the past for Apple product preorders, when did devices start shipping? The day before?",Wed Nov 01 22:53:11 +0000 2017,1418607,AppleSupport,@449735 Our Sales Support team will be the best ones to answer this question. Follow this link to get to them: https://t.co/8yjRd1Xo0i,Wed Nov 01 23:35:00 +0000 2017,2017-11-01 22:53:11+00:00,2017-11,other
1666287_101013,1666287,507627,@AppleSupport No its already been downloaded on my phone,Tue Oct 17 15:39:18 +0000 2017,1666288,AppleSupport,"@507627 OK, are you able to see it if you open your Music app, choose Library &gt; Downloads?",Tue Oct 17 15:53:39 +0000 2017,2017-10-17 15:39:18+00:00,2017-10,other
983015_55314,983015,345742,@AppleSupport Thankyou and 10.3.3,Sun Oct 22 14:57:05 +0000 2017,983017,AppleSupport,"@345742 Reach out to us via DM, then we can look in to this with you further from there https://t.co/GDrqU22YpT",Sun Oct 22 16:34:00 +0000 2017,2017-10-22 14:57:05+00:00,2017-10,other
2751498_191856,2751498,770300,"@AppleSupport ios11.1.1 , both cellular and wifi and anywhere i go",Mon Nov 27 00:06:59 +0000 2017,2751500,AppleSupport,"@770300 At your convenience, backup and update to iOS 11.1.2. While the notes mention mostly iPhone X, it is for all phones. Let us know if the issue persists after that.",Mon Nov 27 00:26:24 +0000 2017,2017-11-27 00:06:59+00:00,2017-11,network_connectivity
2702195_188708,2702195,759013,"I love my IPhone, but, every new IOS update makes it run slower, &amp; slower, &amp; slower, &amp; slower.......🤨 #serenitynow @AppleSupport",Sun Nov 19 20:58:54 +0000 2017,2702193,AppleSupport,"@759013 Let's partner up to get your iPhone running quickly again. To confirm, are you running iOS 11.1.2? Go to Settings &gt; General &gt; About to check. Are there specific apps running slower than expected? Please DM us: https://t.co/GDrqU22YpT",Sun Nov 19 21:14:32 +0000 2017,2017-11-19 20:58:54+00:00,2017-11,software_update_os
774710_43596,774710,305086,@AppleSupport new bug in iOS 11.0.2 on iPhone 7s: screen randomly turns landscape even with orientation lock on. https://t.co/faGW4MZF7f,Sat Oct 07 16:00:02 +0000 2017,774709,AppleSupport,@305086 We'd be happy to look at this with you. Send us a DM. https://t.co/GDrqU2kzhr,Sat Oct 07 18:28:01 +0000 2017,2017-10-07 16:00:02+00:00,2017-10,software_update_os
1268417_71618,1268417,416996,My phone is literally shit since the update @AppleSupport sort it out,Thu Oct 26 08:32:49 +0000 2017,1268415,AppleSupport,@416996 We'd like to help. Tell us more about the issues you're having in DM and we'll go from there. https://t.co/GDrqU22YpT,Thu Oct 26 13:32:29 +0000 2017,2017-10-26 08:32:49+00:00,2017-10,software_update_os
2869715_198241,2869715,796906,"@AppleSupport Once 2nd call connected, tapped green bar at top... nothing. Click home and tap green bar, took me back to contact screen. Had 2nd call hang up on me bc I couldn’t hang up. 1st call was still on hold and no way for me to switch back or hang up. Had to reboot. (2/2)",Tue Nov 28 04:35:00 +0000 2017,2869718,AppleSupport,@796906 Got it. Thanks for clarifying this for us. Do you still experience the same behavior after you restarted your iPhone?,Tue Nov 28 13:25:26 +0000 2017,2017-11-28 04:35:00+00:00,2017-11,software_update_os
1449185_81949,1449185,456275,@447923 @115858 @AppleSupport y’all gonna help us 👀,Thu Nov 02 15:20:36 +0000 2017,1449184,AppleSupport,@456275 Thank you for reaching out! Please send us a DM and we'll be glad to look into this with you. https://t.co/GDrqU22YpT,Thu Nov 02 16:56:36 +0000 2017,2017-11-02 15:20:36+00:00,2017-11,other
619499_34780,619499,260719,"@AppleSupport Hey apple, after the 4th stupid update my phone won’t connect to my car through Bluetooth! How do i fix this!?",Wed Nov 22 10:22:44 +0000 2017,619497,AppleSupport,@260719 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,Wed Nov 22 14:40:00 +0000 2017,2017-11-22 10:22:44+00:00,2017-11,hardware_display_audio
2336143_164863,2336143,675930,@AppleSupport after #ios11update my drains from 45% to dead overnight. 😒 can you update on the fix???,Fri Oct 20 02:40:48 +0000 2017,2336142,AppleSupport,@675930 We'd love to work on this with you. Sent us a DM; we'll look at it from there: https://t.co/GDrqU22YpT,Fri Oct 20 03:16:00 +0000 2017,2017-10-20 02:40:48+00:00,2017-10,battery_power_charging
2771821_192695,2771821,774793,@AppleSupport yo y’all need to fix this “ I️ “ shii Before ME switch to Android !!! Ion wanna do that,Tue Nov 21 06:40:28 +0000 2017,2771820,AppleSupport,"@774793 We'd like to help. What's the version of iOS installed in Settings &gt; General &gt; About. Once we have that, we can take a look at some options for you.",Tue Nov 21 13:48:31 +0000 2017,2017-11-21 06:40:28+00:00,2017-11,other
1573088_91255,1573088,161535,@115858 @AppleSupport IOS 11 is keep getting worse. https://t.co/cKo5jRUFT9,Sat Nov 04 03:39:22 +0000 2017,1573087,AppleSupport,"@161535 We're happy to see how we can help. Have you tried restarting since seeing this? Also, what is the exact iOS version installed?",Sat Nov 04 14:04:29 +0000 2017,2017-11-04 03:39:22+00:00,2017-11,software_update_os
2012419_135046,2012419,595069,@AppleSupport I️ really don’t like this bug that apparently only doesn’t show in Twitter. Why should typing “I” autocorrect to A[?]? #Fixit,Sun Nov 05 02:51:28 +0000 2017,2012418,AppleSupport,@595069 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version. DM us. https://t.co/GDrqU22YpT,Sun Nov 05 14:21:00 +0000 2017,2017-11-05 02:51:28+00:00,2017-11,other
2295687_160054,2295687,666587,Dear @AppleSupport I’m going to need this aeiou situation fixed... like yesterday... Past annoying now... This phone cost too much to have a glitch like that for this long....,Sun Nov 12 17:48:21 +0000 2017,2295686,AppleSupport,"@666587 Hello Nicole, we'd love to help if we can. Can you clarify what you mean by ""aeiou situation""?",Sun Nov 12 19:51:28 +0000 2017,2017-11-12 17:48:21+00:00,2017-11,software_update_os
1637821_97615,1637821,249389,@AppleSupport y’all better fix this!! Can’t even type I️ in a sentence without looking dumb https://t.co/aBk3WQ6eTT,Sun Nov 05 19:43:50 +0000 2017,1637820,AppleSupport,@249389 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Sun Nov 05 22:06:27 +0000 2017,2017-11-05 19:43:50+00:00,2017-11,other
2555289_179830,2555289,286899,@AppleSupport Hi Support! My iPad Air 1 needs to stay on 10.3.3 . Can you please advice on how to turn off the thing that downloads iOS11?ty,Thu Nov 16 13:37:29 +0000 2017,2555288,AppleSupport,@286899 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,Thu Nov 16 16:06:00 +0000 2017,2017-11-16 13:37:29+00:00,2017-11,software_update_os
1049236_59143,1049236,367988,"After #ios11update, my battery drains too fast&amp; I'm not getting any notifications. What gives, @AppleSupport? And no, I won't reset it.",Sat Oct 14 19:59:11 +0000 2017,1049235,AppleSupport,@367988 Hi there! What specific iOS version are you on? Let us know in a DM. https://t.co/GDrqU22YpT,Sat Oct 14 20:07:29 +0000 2017,2017-10-14 19:59:11+00:00,2017-10,battery_power_charging
2790682_194348,2790682,778873,@AppleSupport Yes. I’ve even done a full erase of all contents and done a full NEW fresh start using iTunes. Also sometimes phone icon and message icon randomly grey out 🤔,Tue Nov 21 20:19:24 +0000 2017,2790684,AppleSupport,@778873 Thanks for letting us know! Go ahead and send us a DM so we can look into this further with you. https://t.co/GDrqU22YpT,Tue Nov 21 20:44:00 +0000 2017,2017-11-21 20:19:24+00:00,2017-11,other
92652_4199,92652,136057,"@AppleSupport disappointed with what’s happening to my iPhone 6. It’s freezing, can’t type, doing things on its own, having to restart every damn minute. I’m over it, please fix this issue! It must be that update bc my phone was fine a few weeks ago!",Thu Nov 30 13:46:23 +0000 2017,92651,AppleSupport,@136057 We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT,Thu Nov 30 15:32:01 +0000 2017,2017-11-30 13:46:23+00:00,2017-11,software_update_os
2906775_199981,2906775,422102,"@AppleSupport I’m not having a good time. Ever since updating my iPhone 6 to the new iOS, ive been experiencing battery issues! It suddenly drops from 40% or 20% down to nothing and dies! Even have battery save on. Is my phone dying? My other half is experiencing the same!",Tue Nov 28 19:48:48 +0000 2017,2906774,AppleSupport,@422102 Let's take a closer look together to get the most out of your iPhone's battery. Which exact iOS verison number is installed and have you tried any steps since this began? Which country are you located in? Please DM us all three details here: https://t.co/GDrqU22YpT,Tue Nov 28 19:56:30 +0000 2017,2017-11-28 19:48:48+00:00,2017-11,battery_power_charging
2439809_172500,2439809,683062,@AppleSupport It’s been happening with all updates of iOS 11. It didn’t do that pre 11. I’m on the 11.1.1 (most up to date one) on both devices.,Wed Nov 15 10:50:13 +0000 2017,2439810,AppleSupport,"@683062 Understood. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",Wed Nov 15 15:12:01 +0000 2017,2017-11-15 10:50:13+00:00,2017-11,software_update_os
2552454_179635,2552454,725010,@AppleSupport @115948 @318 @2310,Thu Nov 16 10:23:40 +0000 2017,2552453,AppleSupport,"@725010 We want your FaceID working for you, and we'll do all we can to help. To get started, let us know if setting up your Face ID without makeup allows you to unlock your iPhone X with makeup on.",Thu Nov 16 15:06:27 +0000 2017,2017-11-16 10:23:40+00:00,2017-11,other
1642348_98323,1642348,502014,basically everything is slowly spoiling because of ios11 @115858 @AppleSupport,Tue Oct 17 10:52:48 +0000 2017,1642347,AppleSupport,@502014 We'd love to assist you with this. Join us in DM. Click here and we'll pick up there: https://t.co/GDrqU22YpT,Tue Oct 17 13:42:29 +0000 2017,2017-10-17 10:52:48+00:00,2017-10,software_update_os
